Courier,Service_Category,Destination_Region,Weight_kg,Insured_Value_Rs,Rate_Rs
Pakistan Post,Local,Punjab,2.56,100000,1497
Leopard,Overland,Balochistan,6.32,50000,1333
M&P,Overland,Punjab,7.24,10000,1022
M&P,Same Day,Pakhtunkhwa,1.52,0,503
Leopard,Overland,Sindh,3.79,0,449
TCS,Overland,Pakhtunkhwa,0.87,0,285
Pakistan Post,City to City,Punjab,1.38,10000,455
M&P,Local,Punjab,4.13,0,396
Leopard,Overnight,Balochistan,4.22,0,856
TCS,Local,Balochistan,6.07,0,581
Leopard,Economy,Balochistan,1.64,50000,785
Leopard,Overland,Pakhtunkhwa,2.19,50000,956
TCS,Overnight,Balochistan,4.75,0,1101
Pakistan Post,Local,Islamabad,4.27,0,336
Leopard,Overland,Islamabad,1.73,100000,1408
Pakistan Post,Local,Punjab,2.95,50000,897
TCS,Economy,Punjab,4.86,0,421
Leopard,Economy,Sindh,4.96,0,331
Pakistan Post,City to City,Islamabad,1.64,0,397
TCS,Local,Sindh,0.69,0,287
TCS,Same Day,Pakhtunkhwa,0.33,50000,1094
TCS,Local,Islamabad,5.02,0,491
TCS,Overland,Islamabad,2.77,0,515
Leopard,Overland,Punjab,5.52,0,618
M&P,Same Day,Sindh,1.51,10000,629
Leopard,Overland,Pakhtunkhwa,2.06,0,342
Leopard,Overland,Balochistan,0.59,20000,409
TCS,Overnight,Punjab,7.88,0,1544
TCS,Overnight,Islamabad,3.48,20000,1196
Pakistan Post,Local,Pakhtunkhwa,1.21,0,230
Leopard,Overland,Punjab,1.27,0,260
Leopard,Economy,Balochistan,3.84,50000,837
Leopard,Economy,Pakhtunkhwa,1.97,0,212
Leopard,Overland,Pakhtunkhwa,0.8,50000,791
TCS,Same Day,Sindh,3.16,100000,1973
TCS,Local,Balochistan,7.87,50000,1218
M&P,Same Day,Islamabad,0.58,20000,629
M&P,Overland,Sindh,5.32,20000,886
M&P,Overland,Islamabad,3.46,0,505
TCS,Local,Sindh,0.21,100000,1378
Leopard,Economy,Pakhtunkhwa,4.39,20000,523
M&P,Local,Islamabad,0.66,0,252
TCS,Local,Punjab,5.17,20000,784
M&P,City to City,Islamabad,2.76,0,541
Pakistan Post,City to City,Balochistan,4.01,10000,667
Leopard,Economy,Islamabad,0.73,100000,1264
TCS,Same Day,Punjab,13.05,0,1995
TCS,Economy,Punjab,0.58,0,204
Leopard,Economy,Punjab,0.22,0,151
Pakistan Post,Local,Balochistan,2.62,100000,1420
M&P,Overnight,Punjab,1.47,50000,1225
M&P,Same Day,Sindh,0.28,10000,545
Pakistan Post,City to City,Balochistan,3.46,10000,665
TCS,Same Day,Islamabad,2.4,50000,1237
Pakistan Post,Local,Balochistan,1.58,10000,365
Pakistan Post,Local,Balochistan,2.66,0,270
Leopard,Economy,Islamabad,2.69,0,244
TCS,Overnight,Balochistan,2.34,0,836
Pakistan Post,City to City,Sindh,3.17,0,486
M&P,Local,Pakhtunkhwa,11.61,0,735
Leopard,Overland,Islamabad,3.27,100000,1593
TCS,Overland,Pakhtunkhwa,4.6,0,720
TCS,Economy,Pakhtunkhwa,1.33,0,231
TCS,City to City,Balochistan,3.17,0,692
Leopard,Economy,Balochistan,4.35,20000,553
Leopard,Overnight,Punjab,4.2,0,876
M&P,Overnight,Sindh,0.94,20000,777
Leopard,Overland,Islamabad,9.43,100000,2212
Pakistan Post,City to City,Sindh,10.15,50000,1541
M&P,Economy,Balochistan,7.44,100000,1621
M&P,Overland,Pakhtunkhwa,9.86,100000,2225
TCS,City to City,Balochistan,1.24,0,469
Pakistan Post,City to City,Sindh,0.68,0,287
TCS,Local,Punjab,2.77,0,409
M&P,Overnight,Pakhtunkhwa,4.37,50000,1534
Leopard,Economy,Balochistan,3.19,50000,855
Leopard,Overland,Balochistan,7.88,0,869
Pakistan Post,City to City,Pakhtunkhwa,0.96,20000,569
Leopard,Overnight,Sindh,5.05,0,854
TCS,Local,Pakhtunkhwa,1.45,0,349
Leopard,Overland,Sindh,0.7,20000,450
TCS,City to City,Pakhtunkhwa,1.98,0,591
M&P,Overland,Punjab,0.51,100000,1367
Pakistan Post,Local,Punjab,1.48,0,246
TCS,Local,Sindh,5.23,0,526
Pakistan Post,City to City,Pakhtunkhwa,7.58,0,861
Leopard,Economy,Punjab,2.84,50000,787
Pakistan Post,City to City,Islamabad,2.21,100000,1537
M&P,Overnight,Balochistan,6.24,0,1061
M&P,Same Day,Pakhtunkhwa,0.5,0,405
M&P,Local,Pakhtunkhwa,3.25,0,372
M&P,Overnight,Balochistan,0.41,0,560
Pakistan Post,City to City,Islamabad,1.16,0,335
TCS,Same Day,Islamabad,4.77,0,987
Leopard,Overnight,Pakhtunkhwa,2.18,0,659
Pakistan Post,City to City,Pakhtunkhwa,4.84,0,636
TCS,Local,Punjab,3.73,100000,1690
Pakistan Post,Local,Islamabad,0.2,0,213
Pakistan Post,Local,Balochistan,7.2,0,418
M&P,Economy,Balochistan,6.35,10000,525
Pakistan Post,City to City,Balochistan,0.48,50000,844
TCS,Overland,Punjab,7.78,50000,1718
Leopard,Overnight,Balochistan,3.8,100000,1852
TCS,Overnight,Islamabad,2.37,10000,986
Leopard,Economy,Islamabad,1.77,0,208
TCS,Economy,Balochistan,4.03,10000,492
M&P,Economy,Pakhtunkhwa,1.71,20000,433
M&P,Overnight,Islamabad,5.3,20000,1262
TCS,City to City,Punjab,5.25,0,950
M&P,City to City,Sindh,2.96,50000,1083
TCS,Economy,Islamabad,3.87,0,342
Leopard,Overnight,Islamabad,5.09,0,918
Leopard,Overland,Pakhtunkhwa,0.11,20000,404
Leopard,Economy,Islamabad,7.61,20000,675
M&P,Overnight,Pakhtunkhwa,1.9,100000,1893
Leopard,Economy,Pakhtunkhwa,1.92,0,199
Pakistan Post,City to City,Punjab,1.93,50000,965
M&P,Economy,Pakhtunkhwa,5.7,0,366
Leopard,Economy,Pakhtunkhwa,4.13,10000,409
M&P,City to City,Sindh,13.39,0,1566
Pakistan Post,City to City,Pakhtunkhwa,2.32,20000,668
M&P,City to City,Punjab,1.52,50000,991
M&P,City to City,Punjab,3.58,0,621
Leopard,Overnight,Islamabad,2.73,10000,799
TCS,Overland,Islamabad,1.75,0,378
Leopard,Overland,Sindh,2.81,50000,955
M&P,Local,Sindh,5.93,10000,588
Leopard,Economy,Punjab,0.35,100000,1367
M&P,City to City,Pakhtunkhwa,2.04,0,510
Pakistan Post,City to City,Sindh,10.25,50000,1556
M&P,Local,Balochistan,7.25,0,502
Pakistan Post,City to City,Pakhtunkhwa,2.19,10000,556
TCS,Overland,Pakhtunkhwa,0.94,20000,514
TCS,Overland,Balochistan,1.52,20000,558
Leopard,Overland,Sindh,0.95,20000,439
TCS,Local,Balochistan,2.76,0,404
Leopard,Overland,Sindh,0.85,0,225
Pakistan Post,City to City,Balochistan,0.57,10000,394
TCS,Local,Islamabad,0.62,0,302
TCS,Same Day,Islamabad,3.17,0,806
Leopard,Overland,Sindh,1.64,0,275
TCS,Overland,Punjab,0.24,10000,370
Pakistan Post,Local,Sindh,2.11,0,254
M&P,City to City,Punjab,0.82,100000,1503
Leopard,Economy,Punjab,4.7,100000,1452
M&P,Economy,Sindh,3.72,0,302
M&P,Same Day,Sindh,1.67,100000,1621
Leopard,Overland,Pakhtunkhwa,0.51,100000,1311
Pakistan Post,City to City,Punjab,3.87,100000,1746
TCS,City to City,Islamabad,1.69,0,547
M&P,Local,Balochistan,11.17,0,681
TCS,City to City,Punjab,0.29,0,417
TCS,Same Day,Sindh,1.44,0,575
M&P,Same Day,Balochistan,2.19,10000,684
M&P,Same Day,Sindh,4.66,50000,1420
M&P,Local,Balochistan,0.97,0,274
Pakistan Post,City to City,Sindh,6.19,0,722
M&P,Local,Punjab,0.83,10000,397
Pakistan Post,City to City,Islamabad,2.24,100000,1599
TCS,Economy,Pakhtunkhwa,2.62,0,293
Pakistan Post,City to City,Pakhtunkhwa,1.11,0,321
M&P,City to City,Pakhtunkhwa,1.04,20000,647
TCS,Local,Punjab,1.78,0,362
Pakistan Post,Local,Balochistan,0.79,0,216
TCS,Local,Balochistan,3.26,0,421
M&P,City to City,Balochistan,1.62,50000,1076
TCS,Overnight,Sindh,0.69,0,634
M&P,Overland,Islamabad,1.59,20000,559
TCS,Overnight,Pakhtunkhwa,4.88,0,1114
M&P,Overnight,Islamabad,0.19,20000,790
Pakistan Post,Local,Pakhtunkhwa,1.26,20000,460
Pakistan Post,Local,Punjab,0.35,100000,1320
TCS,Local,Sindh,1.58,50000,920
Pakistan Post,City to City,Balochistan,1.06,20000,587
Leopard,Overnight,Pakhtunkhwa,1.52,0,602
Pakistan Post,City to City,Punjab,0.18,20000,530
Leopard,Overland,Sindh,1.68,0,286
Leopard,Economy,Punjab,0.7,50000,739
M&P,Overnight,Punjab,1.35,100000,1853
TCS,City to City,Islamabad,1.58,0,504
Pakistan Post,Local,Sindh,1.21,0,234
Pakistan Post,Local,Punjab,2.24,0,283
Leopard,Economy,Punjab,0.25,0,152
Pakistan Post,Local,Punjab,3.89,0,327
Leopard,Overnight,Sindh,1.11,0,534
Leopard,Overland,Balochistan,2.43,100000,1500
Leopard,Overnight,Punjab,0.21,0,513
M&P,Same Day,Balochistan,1.31,100000,1609
TCS,Overland,Balochistan,1.73,0,361
Leopard,Overnight,Punjab,4.12,0,849
TCS,Local,Punjab,0.15,0,292
Leopard,Overnight,Sindh,8.95,0,1227
TCS,Overland,Punjab,8.59,50000,1696
M&P,Overland,Islamabad,4.43,100000,1675
M&P,Overland,Balochistan,1.91,0,357
TCS,Local,Islamabad,1.33,20000,588
M&P,Overnight,Sindh,2.59,20000,960
TCS,Same Day,Punjab,1.44,0,609
TCS,Economy,Sindh,7.94,50000,1126
Leopard,Economy,Sindh,1.25,50000,712
TCS,Local,Islamabad,1.4,20000,565
TCS,Economy,Balochistan,2.32,100000,1416
Leopard,Overland,Punjab,10.94,10000,1288
Leopard,Overnight,Punjab,5.53,100000,2224
M&P,Local,Balochistan,9.76,100000,1794
Leopard,Overnight,Pakhtunkhwa,10.01,0,1286
Pakistan Post,Local,Sindh,3.53,20000,532
Leopard,Overnight,Balochistan,2.68,0,689
Leopard,Economy,Balochistan,3.09,0,242
M&P,Same Day,Sindh,0.77,10000,555
Leopard,Overland,Punjab,0.74,50000,825
Pakistan Post,Local,Punjab,1.17,0,236
Leopard,Overland,Balochistan,2.56,100000,1504
M&P,City to City,Sindh,1.44,0,416
M&P,Economy,Balochistan,0.85,0,182
Leopard,Overland,Islamabad,0.27,0,196
TCS,Same Day,Punjab,3.76,50000,1474
Leopard,Overland,Balochistan,2.03,0,316
Pakistan Post,Local,Balochistan,2.92,100000,1471
Pakistan Post,City to City,Islamabad,1.99,20000,624
M&P,Local,Sindh,7.9,100000,1720
TCS,Local,Sindh,4.85,20000,749
Pakistan Post,Local,Punjab,1.32,0,233
M&P,City to City,Islamabad,1.83,0,465
Pakistan Post,City to City,Sindh,3.32,100000,1716
TCS,Economy,Sindh,0.85,0,202
Pakistan Post,Local,Sindh,0.35,20000,426
M&P,Local,Sindh,3.64,20000,625
Leopard,Economy,Punjab,1.46,0,189
Pakistan Post,City to City,Islamabad,0.84,0,318
Pakistan Post,City to City,Sindh,5.17,50000,1194
TCS,Same Day,Balochistan,0.4,0,505
TCS,City to City,Islamabad,4.99,100000,2063
M&P,Overland,Pakhtunkhwa,1.37,100000,1449
Leopard,Economy,Balochistan,1.69,0,188
Pakistan Post,City to City,Punjab,6.63,50000,1368
TCS,Overnight,Pakhtunkhwa,5.31,0,1176
M&P,Local,Pakhtunkhwa,0.68,20000,482
Leopard,Overnight,Pakhtunkhwa,2.2,0,627
Pakistan Post,City to City,Islamabad,6.09,0,735
Pakistan Post,City to City,Balochistan,0.96,0,320
M&P,Same Day,Balochistan,2.96,20000,912
M&P,Economy,Balochistan,8.46,0,486
M&P,Economy,Balochistan,0.85,0,181
Pakistan Post,Local,Balochistan,4.87,20000,589
M&P,Same Day,Islamabad,2.87,10000,794
Pakistan Post,City to City,Islamabad,1.63,0,398
Pakistan Post,Local,Islamabad,5.14,10000,466
M&P,Same Day,Balochistan,1.99,0,565
TCS,City to City,Sindh,0.25,0,377
Leopard,Economy,Pakhtunkhwa,2.38,10000,333
TCS,City to City,Balochistan,3.07,0,690
Pakistan Post,City to City,Sindh,1.06,0,313
Pakistan Post,City to City,Balochistan,3.27,0,526
TCS,Same Day,Balochistan,0.28,100000,1633
Leopard,Economy,Sindh,0.67,100000,1222
M&P,Local,Sindh,1.75,0,281
M&P,Economy,Sindh,1.1,50000,745
Leopard,Overnight,Islamabad,0.66,10000,667
Leopard,Overnight,Pakhtunkhwa,3.1,0,729
Pakistan Post,City to City,Islamabad,2.75,0,491
TCS,Economy,Pakhtunkhwa,10.72,100000,1793
TCS,City to City,Sindh,3.16,50000,1248
Leopard,Economy,Balochistan,0.75,20000,394
Leopard,Overland,Punjab,0.19,0,190
M&P,Overland,Sindh,0.82,0,232
TCS,Overland,Pakhtunkhwa,3.98,20000,837
TCS,City to City,Islamabad,5.01,0,928
Leopard,Economy,Punjab,3.56,100000,1451
TCS,Overland,Sindh,0.46,50000,831
TCS,City to City,Islamabad,2.09,0,596
TCS,City to City,Islamabad,4.67,50000,1419
M&P,Economy,Sindh,10.66,10000,663
M&P,City to City,Sindh,13.44,100000,2594
Leopard,Overland,Sindh,7.19,50000,1376
Leopard,Economy,Sindh,4.56,0,310
M&P,City to City,Islamabad,1.62,0,440
TCS,City to City,Punjab,3.09,0,707
Leopard,Overnight,Pakhtunkhwa,5.55,0,921
TCS,Local,Punjab,0.14,20000,507
Pakistan Post,City to City,Pakhtunkhwa,0.23,0,277
TCS,City to City,Pakhtunkhwa,1.6,10000,614
Pakistan Post,Local,Balochistan,3.86,50000,907
Leopard,Overland,Islamabad,1.14,10000,351
Leopard,Economy,Islamabad,1.5,50000,734
Pakistan Post,Local,Islamabad,1.57,0,245
M&P,Same Day,Punjab,5.54,0,924
M&P,Local,Punjab,3.93,50000,1001
TCS,City to City,Sindh,1.3,0,460
TCS,Local,Islamabad,3.17,0,418
Leopard,Overnight,Pakhtunkhwa,0.88,10000,668
Leopard,Economy,Balochistan,1.73,20000,424
M&P,Overland,Balochistan,0.86,0,235
Leopard,Overnight,Balochistan,4.67,0,895
M&P,Same Day,Islamabad,0.84,100000,1679
Pakistan Post,Local,Pakhtunkhwa,0.33,0,203
Leopard,Overland,Punjab,12.26,0,1294
Leopard,Overnight,Sindh,1.34,50000,1123
TCS,Overland,Sindh,2.46,20000,708
Leopard,Overland,Pakhtunkhwa,2.7,50000,984
M&P,Local,Punjab,0.77,20000,508
M&P,Overland,Pakhtunkhwa,1.32,20000,506
Leopard,Economy,Islamabad,5.86,0,349
TCS,Same Day,Balochistan,0.99,0,513
TCS,Economy,Pakhtunkhwa,5.22,0,410
Leopard,Economy,Islamabad,1.53,0,194
Leopard,Economy,Balochistan,1.32,100000,1301
Leopard,Economy,Pakhtunkhwa,0.14,10000,264
TCS,Overland,Pakhtunkhwa,0.54,100000,1411
TCS,Same Day,Islamabad,2.48,100000,1806
Pakistan Post,Local,Punjab,2.11,20000,520
Pakistan Post,Local,Islamabad,0.24,0,207
M&P,Overland,Punjab,0.59,0,224
Pakistan Post,Local,Punjab,4.42,10000,473
Leopard,Overland,Islamabad,2.68,100000,1548
Pakistan Post,Local,Punjab,0.39,0,211
M&P,Overland,Pakhtunkhwa,0.83,10000,355
Leopard,Overland,Balochistan,2.87,0,401
TCS,City to City,Balochistan,3.66,0,737
Leopard,Overnight,Balochistan,0.66,20000,775
TCS,Local,Sindh,3.92,50000,1021
Leopard,Overland,Pakhtunkhwa,1.81,50000,909
Leopard,Overnight,Islamabad,0.54,10000,638
Leopard,Economy,Sindh,0.86,0,169
Leopard,Overnight,Sindh,1.52,20000,826
M&P,City to City,Punjab,2.56,0,539
Pakistan Post,City to City,Islamabad,1.99,10000,553
TCS,Same Day,Sindh,0.13,0,451
Leopard,Economy,Sindh,9.48,0,503
Leopard,Overland,Sindh,4.62,0,541
Pakistan Post,Local,Pakhtunkhwa,1.61,0,239
Pakistan Post,City to City,Pakhtunkhwa,1.75,0,379
Pakistan Post,Local,Islamabad,1.09,10000,342
TCS,City to City,Balochistan,0.8,0,450
TCS,Same Day,Punjab,2.61,0,748
M&P,City to City,Pakhtunkhwa,8.27,0,1105
TCS,Overland,Pakhtunkhwa,3.85,0,605
Pakistan Post,City to City,Islamabad,1.89,0,415
Pakistan Post,City to City,Balochistan,0.24,10000,383
M&P,Local,Islamabad,2.28,0,322
Leopard,Overnight,Pakhtunkhwa,1.19,10000,673
Pakistan Post,City to City,Punjab,0.45,0,279
Leopard,Economy,Pakhtunkhwa,1.28,0,185
TCS,Local,Punjab,0.33,0,306
Leopard,Overnight,Balochistan,0.26,20000,732
TCS,Economy,Sindh,0.7,0,203
M&P,City to City,Pakhtunkhwa,6.85,20000,1196
M&P,Same Day,Punjab,1.71,0,514
Leopard,Overnight,Islamabad,3.78,50000,1423
TCS,Local,Balochistan,4.19,0,451
Leopard,Economy,Islamabad,5.61,0,336
Pakistan Post,City to City,Punjab,6.84,0,772
TCS,Overnight,Balochistan,6.68,100000,2554
Pakistan Post,Local,Balochistan,0.55,20000,419
TCS,Local,Sindh,4.82,0,505
Pakistan Post,City to City,Balochistan,5.63,100000,1914
TCS,Same Day,Pakhtunkhwa,2.04,100000,1783
TCS,Overland,Islamabad,8.4,0,1118
Pakistan Post,City to City,Punjab,1.16,0,335
TCS,Overland,Punjab,0.61,50000,818
Pakistan Post,Local,Pakhtunkhwa,4.1,0,322
Pakistan Post,City to City,Punjab,0.76,0,319
Pakistan Post,City to City,Pakhtunkhwa,2.88,0,473
Pakistan Post,Local,Sindh,1.04,10000,345
Pakistan Post,City to City,Punjab,2.94,100000,1726
Pakistan Post,City to City,Sindh,2.41,50000,1047
M&P,Local,Balochistan,0.19,10000,375
Leopard,Overnight,Pakhtunkhwa,5.54,0,987
Leopard,Overland,Sindh,8.67,20000,1166
Leopard,Overnight,Balochistan,3.43,100000,1933
TCS,Overnight,Balochistan,5.14,0,1179
Leopard,Overnight,Islamabad,1.36,0,561
TCS,Same Day,Sindh,7.74,0,1262
M&P,Local,Punjab,0.35,0,247
TCS,Same Day,Islamabad,0.34,50000,1034
Leopard,Overland,Sindh,4.25,50000,1096
Leopard,Overnight,Sindh,0.66,0,501
TCS,City to City,Punjab,7.28,100000,2377
TCS,Local,Islamabad,4.23,100000,1572
TCS,Overland,Islamabad,1.83,20000,615
M&P,Overnight,Punjab,4.72,100000,2086
Leopard,Overland,Islamabad,0.16,50000,778
TCS,Same Day,Balochistan,2.04,0,685
Pakistan Post,Local,Balochistan,3.12,0,303
Leopard,Overland,Sindh,0.37,0,181
Pakistan Post,Local,Pakhtunkhwa,1.13,0,225
Leopard,Economy,Islamabad,1.57,0,204
Pakistan Post,City to City,Punjab,6.98,0,843
Pakistan Post,Local,Islamabad,2.9,10000,425
TCS,Economy,Islamabad,0.54,20000,411
M&P,Local,Islamabad,12.82,10000,854
Pakistan Post,City to City,Islamabad,1.84,10000,493
Leopard,Overnight,Islamabad,1.64,0,600
M&P,Overnight,Balochistan,2.83,20000,1043
Pakistan Post,Local,Balochistan,3.65,0,302
Leopard,Economy,Pakhtunkhwa,2.64,0,234
Pakistan Post,City to City,Balochistan,1.7,0,401
TCS,Same Day,Pakhtunkhwa,0.32,0,463
TCS,Overnight,Islamabad,1.91,100000,2049
TCS,Local,Islamabad,1.44,0,345
Leopard,Economy,Balochistan,2.96,100000,1381
Leopard,Overnight,Balochistan,0.3,0,486
Leopard,Overnight,Balochistan,3.45,10000,887
TCS,Overland,Punjab,2.23,50000,1018
M&P,Same Day,Sindh,0.11,10000,528
TCS,Local,Punjab,1.81,0,371
M&P,Same Day,Pakhtunkhwa,2.58,0,599
M&P,Overland,Punjab,0.37,50000,800
TCS,Overnight,Islamabad,0.38,0,676
M&P,Overnight,Punjab,2.91,0,791
TCS,Overnight,Pakhtunkhwa,3.14,10000,1069
M&P,City to City,Islamabad,0.43,100000,1578
M&P,Local,Pakhtunkhwa,1.94,0,318
M&P,City to City,Islamabad,0.71,50000,940
Pakistan Post,Local,Balochistan,3.36,0,318
Pakistan Post,Local,Sindh,1.03,0,216
M&P,Overnight,Punjab,0.36,0,553
Pakistan Post,City to City,Islamabad,2.16,20000,626
TCS,Overnight,Punjab,0.18,0,659
M&P,Economy,Punjab,0.48,0,163
Pakistan Post,Local,Sindh,1.8,50000,791
M&P,Economy,Punjab,4.67,0,355
Pakistan Post,City to City,Islamabad,0.64,0,306
Pakistan Post,Local,Islamabad,1.94,50000,830
M&P,Overnight,Islamabad,1.28,50000,1267
TCS,Overland,Sindh,2.49,50000,1003
TCS,Same Day,Islamabad,10.38,0,1615
Leopard,Overnight,Balochistan,2.65,0,723
TCS,City to City,Islamabad,1.34,0,493
Pakistan Post,City to City,Punjab,3.63,0,548
Pakistan Post,City to City,Punjab,1.53,0,383
TCS,Overland,Sindh,6.22,0,839
TCS,Overnight,Sindh,0.94,0,676
TCS,Overnight,Punjab,6.55,0,1320
M&P,Overnight,Islamabad,8.53,0,1333
TCS,Overnight,Pakhtunkhwa,3.21,0,919
Pakistan Post,City to City,Balochistan,0.33,20000,536
TCS,Overland,Sindh,0.32,50000,816
Pakistan Post,Local,Balochistan,0.41,20000,449
Leopard,Overnight,Balochistan,2.12,20000,891
M&P,Overland,Sindh,0.53,0,208
Leopard,Overland,Pakhtunkhwa,14.86,10000,1542
Pakistan Post,Local,Balochistan,0.67,20000,464
M&P,Same Day,Islamabad,0.13,20000,665
Leopard,Overland,Balochistan,1.59,0,276
TCS,Economy,Sindh,3.29,100000,1488
Pakistan Post,City to City,Sindh,2.1,50000,1011
TCS,City to City,Balochistan,0.7,0,428
TCS,Same Day,Islamabad,0.4,100000,1723
TCS,Local,Sindh,8.24,0,684
Pakistan Post,Local,Islamabad,2.77,0,276
M&P,Overnight,Balochistan,2.02,100000,1837
TCS,Economy,Sindh,4.84,20000,598
TCS,Economy,Islamabad,0.24,0,186
M&P,Same Day,Sindh,0.32,0,393
M&P,Economy,Sindh,1.95,0,228
Leopard,Overland,Balochistan,0.88,0,215
M&P,Economy,Punjab,1.36,0,194
TCS,City to City,Pakhtunkhwa,0.65,100000,1601
Pakistan Post,City to City,Punjab,2.84,50000,1067
M&P,Same Day,Balochistan,4.13,0,741
M&P,City to City,Punjab,2.64,0,579
Leopard,Overland,Balochistan,6.2,50000,1265
M&P,Economy,Pakhtunkhwa,15.61,0,766
Leopard,Overnight,Sindh,1.79,100000,1767
TCS,Overnight,Punjab,4.35,10000,1186
M&P,Local,Pakhtunkhwa,1.2,0,278
M&P,Same Day,Pakhtunkhwa,7.62,0,1142
Leopard,Overnight,Pakhtunkhwa,5.45,10000,1057
M&P,City to City,Sindh,5.14,100000,1825
M&P,City to City,Pakhtunkhwa,1.59,20000,674
Pakistan Post,Local,Sindh,1.6,0,246
Leopard,Economy,Sindh,1.51,0,190
Leopard,Overnight,Pakhtunkhwa,0.26,0,516
M&P,Economy,Pakhtunkhwa,1.6,0,221
M&P,Overnight,Balochistan,2.24,0,706
Leopard,Economy,Punjab,3.77,100000,1476
Leopard,Overnight,Islamabad,0.53,0,514
Pakistan Post,Local,Punjab,12.32,50000,1232
TCS,Overnight,Pakhtunkhwa,7.85,20000,1711
TCS,Economy,Pakhtunkhwa,0.21,0,190
Pakistan Post,City to City,Islamabad,2.09,100000,1543
M&P,Local,Sindh,0.49,0,234
TCS,City to City,Sindh,3.62,0,725
M&P,Local,Pakhtunkhwa,8.86,20000,792
Leopard,Economy,Islamabad,1.22,20000,433
TCS,Economy,Punjab,0.46,0,196
M&P,Economy,Balochistan,0.97,0,178
M&P,Overnight,Sindh,3.21,0,761
Leopard,Overnight,Balochistan,3.06,0,734
TCS,Overnight,Punjab,4.54,100000,2247
TCS,Overnight,Pakhtunkhwa,0.52,100000,1845
M&P,Local,Sindh,5.28,0,440
Pakistan Post,City to City,Punjab,1.81,100000,1557
TCS,City to City,Balochistan,3.22,0,677
Leopard,Overnight,Balochistan,0.12,100000,1713
TCS,City to City,Islamabad,5.5,20000,1218
TCS,Overnight,Pakhtunkhwa,1.73,0,791
M&P,Same Day,Punjab,0.59,20000,648
Leopard,Overland,Islamabad,0.62,10000,306
Pakistan Post,City to City,Punjab,10.68,100000,2261
TCS,City to City,Sindh,2.38,50000,1166
TCS,Same Day,Pakhtunkhwa,0.14,0,495
M&P,Same Day,Punjab,5.23,0,901
TCS,Overland,Sindh,2.12,20000,669
Leopard,Economy,Islamabad,4.73,0,313
TCS,Local,Balochistan,14.96,0,980
Leopard,Economy,Punjab,5.96,0,374
Leopard,Economy,Islamabad,5.15,0,344
M&P,Same Day,Balochistan,1.57,0,525
Leopard,Economy,Sindh,0.24,100000,1245
Pakistan Post,City to City,Balochistan,10.67,0,1085
M&P,City to City,Balochistan,0.55,50000,968
M&P,Economy,Pakhtunkhwa,0.49,10000,286
Pakistan Post,City to City,Balochistan,9.64,0,992
TCS,Local,Balochistan,1.52,50000,890
Pakistan Post,Local,Pakhtunkhwa,1.0,100000,1355
M&P,Overnight,Punjab,1.15,10000,715
Leopard,Overland,Punjab,3.08,0,432
TCS,Same Day,Balochistan,1.89,20000,848
Pakistan Post,Local,Sindh,2.07,50000,788
Leopard,Economy,Punjab,3.84,50000,840
Leopard,Overnight,Punjab,2.38,10000,823
Leopard,Overland,Punjab,1.5,50000,840
TCS,Overland,Pakhtunkhwa,7.56,0,1033
TCS,Economy,Islamabad,8.96,10000,720
TCS,Same Day,Pakhtunkhwa,0.25,0,502
TCS,Same Day,Punjab,0.69,50000,1101
TCS,Local,Punjab,0.3,0,293
Leopard,Overland,Sindh,0.36,100000,1304
Pakistan Post,City to City,Punjab,4.8,20000,831
Leopard,Overnight,Pakhtunkhwa,2.37,100000,1827
M&P,Overland,Islamabad,13.89,20000,1677
TCS,Same Day,Islamabad,7.51,0,1276
M&P,City to City,Sindh,0.88,0,364
TCS,Overland,Pakhtunkhwa,3.4,20000,770
Pakistan Post,City to City,Balochistan,1.53,0,362
Leopard,Overland,Balochistan,6.59,20000,993
Pakistan Post,City to City,Islamabad,1.4,50000,937
Leopard,Overland,Islamabad,2.45,0,356
M&P,Local,Islamabad,0.62,0,260
M&P,Same Day,Punjab,0.52,0,439
TCS,Same Day,Pakhtunkhwa,1.88,0,618
Leopard,Overland,Islamabad,0.41,0,194
Pakistan Post,Local,Punjab,1.33,0,231
TCS,Local,Balochistan,2.23,10000,509
TCS,Overnight,Punjab,3.53,50000,1518
Pakistan Post,City to City,Punjab,1.24,20000,562
M&P,Economy,Islamabad,1.91,100000,1324
M&P,Economy,Pakhtunkhwa,0.16,50000,753
Pakistan Post,City to City,Punjab,2.17,0,441
Leopard,Overland,Punjab,5.22,100000,1726
M&P,Overland,Sindh,1.02,20000,466
Leopard,Overnight,Sindh,1.97,10000,743
Pakistan Post,City to City,Sindh,3.73,100000,1648
Leopard,Overland,Islamabad,0.49,20000,440
TCS,Overnight,Islamabad,0.44,0,621
TCS,Same Day,Punjab,2.59,100000,1861
TCS,Overnight,Islamabad,1.56,0,754
Leopard,Overland,Pakhtunkhwa,3.74,50000,1040
TCS,Overland,Sindh,1.84,10000,523
Leopard,Overnight,Sindh,3.18,0,766
Pakistan Post,Local,Punjab,16.35,0,734
M&P,Economy,Balochistan,5.04,50000,898
TCS,Overland,Pakhtunkhwa,3.79,0,588
Pakistan Post,Local,Islamabad,3.65,20000,557
Pakistan Post,City to City,Islamabad,2.31,10000,548
M&P,City to City,Punjab,0.64,20000,617
TCS,Overland,Punjab,5.37,50000,1325
TCS,City to City,Pakhtunkhwa,12.54,0,1768
